epoch,train,val
0,0.7327842079102993,0.597415566444397
10,0.13552016858011484,0.1269722580909729
20,0.04961755056865513,0.04692521505057812
30,0.027538037043996155,0.025536970235407352
40,0.01887342205736786,0.017151559237390757
50,0.014549463987350464,0.012873233295977116
60,0.012529963802080601,0.010353368008509278
70,0.010535351058933884,0.008777000475674868
80,0.008907146198907867,0.007529903668910265
90,0.008296081447042525,0.006607642746530473
100,0.007263726147357374,0.005803911713883281
110,0.0075837126933038235,0.005179066793061793
120,0.006522428302560002,0.004667163244448602
130,0.005973846127744764,0.004257832886651158
140,0.005061439485871233,0.003808061999734491
150,0.005285561011987738,0.0035500717349350452
160,0.004640628321794793,0.0032510135206393898
170,0.0042787263373611495,0.003148720890749246
180,0.004088928399141878,0.002797949709929526
190,0.004526822129264474,0.0026197254774160683
200,0.003717502753715962,0.002474696550052613
210,0.003443379857344553,0.0024335162597708404
220,0.003909083781763911,0.0024334810441359878
230,0.0037459005397977307,0.0024204987566918135
240,0.003844264618237503,0.002430041553452611
250,0.004019913336378522,0.0024266826803795993
260,0.0038028720882721245,0.002415075490716845
270,0.0035303286276757717,0.002413015579804778
280,0.003987964009866118,0.002423917525447905
290,0.0035307234211359173,0.002421627170406282
300,0.004817752793314867,0.0024342103861272335
310,0.003945559554267675,0.002469256578478962
320,0.003992690180893987,0.0024170317919924855
330,0.003238934339606203,0.0024108461220748723
340,0.004279752523871139,0.002418290765490383
350,0.0038420051569119096,0.002416908333543688
360,0.00391899656096939,0.0024138064472936094
370,0.004187275015283376,0.0024174745776690543
380,0.0038700871664332226,0.0024242924409918487
390,0.003435043734498322,0.0024240255588665605
400,0.0036945958709111437,0.002448047453071922
410,0.0038663600134896114,0.0024469586787745357
420,0.004623132801498286,0.002417064446490258
430,0.0036458132381085306,0.002446067868731916
440,0.004295802878914401,0.002397656615357846
450,0.003775966106331907,0.0024022774305194616
460,0.0041497287165839225,0.002463879354763776
470,0.00391943303111475,0.00240405835211277
480,0.004132192145334557,0.0024242113577201962
490,0.0030766925920033827,0.0024242447689175606
