epoch,train,val
0,0.10146732246098311,0.04240174540157976
10,0.020145244831624238,0.017946864125029795
20,0.0188715778939102,0.015802575467989362
30,0.018322359972997852,0.01591732420412631
40,0.018615734463800555,0.015564997006079247
50,0.015442776874355649,0.010770975836905939
60,0.014085586911634258,0.011377857708982352
70,0.012190853537100813,0.00883098421939488
80,0.012326259514235932,0.008991543139363158
90,0.012202780701867913,0.008820978956746644
100,0.012017774824862895,0.008725551663544672
110,0.011297800772539947,0.008399125365219239
120,0.011655286804813406,0.008403542997508213
130,0.011117072209067966,0.008505626838525822
140,0.011267519855628842,0.008334799830255837
150,0.010866433795055617,0.008690773477328235
160,0.01125961492728928,0.008544911919482824
170,0.011048809398451577,0.008349907359686392
180,0.011209454006798888,0.008682942178485722
190,0.011117212498641532,0.008468999093848056
200,0.011413850319450317,0.008466379171044662
210,0.010996515109487202,0.00824576659641903
220,0.01078932648929565,0.00837290169799636
230,0.011214855637239373,0.008755430225925198
240,0.0111991161480546,0.00849946906212075
250,0.011128896361459856,0.008233489613209305
260,0.011075738493515097,0.008514477100608677
270,0.010905513369842716,0.008410851101808507
280,0.011374140814270663,0.008414985066087082
290,0.011347472149392832,0.008382550440728664
300,0.011383311490973701,0.00844593220872098
310,0.011453569607566232,0.008411233056465099
320,0.011137109395602475,0.008509975183626702
330,0.011236375270654325,0.008374402283466068
340,0.010817676256208317,0.008478902762049231
350,0.011253310861470906,0.008423394057899714
360,0.011289203887724359,0.008288233027119061
370,0.011535728366478629,0.008600949984172294
380,0.011305629478200623,0.008378623679665655
390,0.011189680821869684,0.00837115049041037
400,0.01117910882053168,0.00831011628154023
410,0.011405534613067689,0.008733774631701666
420,0.010955520650452895,0.008346038517253152
430,0.011158318509874136,0.008473467675904775
440,0.011313214339315892,0.008301235269755125
450,0.010928985419804636,0.008346718960794908
460,0.0110551785191764,0.008200905012801803
470,0.011368555474378492,0.008499753051276865
480,0.011214762529277283,0.008519794727707732
490,0.011545958208001179,0.008415729160709628
