epoch,train_beta2,val_mse
0,0.08832312984311062,0.04865177322564454
1,0.06452723164921222,0.038643449031073474
2,0.048862328931041386,0.027545807305081136
3,0.03691069882201112,0.023077647940352046
4,0.03223000387458698,0.02056078612804413
5,0.029515457606833915,0.0189633641135076
6,0.027431333696712617,0.01771469407811247
7,0.025332813726171202,0.016095153987407684
8,0.02367762916761896,0.015408194912918683
9,0.02243216313097788,0.014529427866740474
10,0.021275629184168317,0.013523131030900725
11,0.020127016775633978,0.013100430529949993
12,0.01931749943481839,0.012537671670574567
13,0.018662254350340884,0.012099073621733436
14,0.018035921162885167,0.012098182506602386
15,0.017559699892349866,0.011500267504618085
16,0.017070296107102995,0.01092480678625148
17,0.01660505240054234,0.010926890797142324
18,0.016388558547781863,0.010809899564703991
19,0.016118565954915856,0.010404781534753996
20,0.015572980483588966,0.009992386535580816
21,0.015316930243178555,0.010130033475057832
22,0.015119745306994604,0.010141418732959649
23,0.014889540264140005,0.009974051009992073
24,0.014781563777638519,0.010071807605182302
25,0.014641260590566241,0.00978916051701225
26,0.014599936471685119,0.00963846070627714
27,0.01436582567251247,0.009502189266013688
28,0.01411947643627291,0.009395045870593909
29,0.014089043989129689,0.009630449437375727
30,0.014032910051553146,0.009163099694354781
31,0.013885952750949756,0.009104806961941308
32,0.013692781887948513,0.009124398841683206
33,0.013615325652062893,0.008994933731597045
34,0.013563471101224422,0.009014107286930084
35,0.013311715642719164,0.008972705052844409
36,0.013322150448094244,0.008967833914633455
37,0.013235568652010482,0.008935096320407144
38,0.013187065769148909,0.008688695247060266
39,0.013080111461813036,0.00869506202509691
40,0.013079616613686085,0.008613228540996025
41,0.01300801915804977,0.008944625291844895
42,0.012924103770890961,0.008551125414669514
43,0.012784333988700224,0.008745624523224502
44,0.012846106930595378,0.008933662436902523
45,0.012706131949696851,0.008623534235461005
46,0.01263935572427252,0.008534602949331546
47,0.012618352075957734,0.008580328896641731
48,0.012550677140445813,0.008335141465067863
49,0.012524879772378051,0.008380742294007334
50,0.01242697803384584,0.008302396291802669
51,0.01246094200760126,0.008454512965319485
52,0.012340221230102621,0.008068388360070771
53,0.012282512660907663,0.008246543929623118
54,0.012251855684039385,0.008474339185089901
55,0.012197303804366484,0.008063846428332657
56,0.01214325565682805,0.008190063326137847
57,0.012223898919056292,0.00812059467465713
58,0.012122542281513628,0.008112816172170228
59,0.012127165083328019,0.008245262108614733
60,0.01211998860311249,0.008046429925437632
61,0.012053642292385517,0.008273475996122277
62,0.012031498259824256,0.008058218494186113
63,0.011978634884176047,0.008135426355975455
64,0.01197188478773055,0.007850448568833285
65,0.011867400566520898,0.007941946371233669
66,0.01186805423349142,0.007949849478258142
67,0.011938200324125911,0.008275095405506677
68,0.011910191850493784,0.007777805086867562
69,0.011856469827825608,0.007853854495775083
70,0.011742601373597332,0.007884756485321399
71,0.011709923386249854,0.0077984253394192665
72,0.01173135487605696,0.007759558117209837
