epoch,train_beta2,val_mse
0,0.0883758611653162,0.04832859786933866
1,0.06431752838518308,0.03848426249520532
2,0.0474912835204083,0.028414852017986363
3,0.03779593949084697,0.02320041282680528
4,0.03311790812598622,0.0209652096803846
5,0.02988796933837559,0.019106937957734896
6,0.027419852627360304,0.01765738440484836
7,0.025123035972533018,0.016177784779976154
8,0.02326704025592493,0.015046950847167393
9,0.021507075720507165,0.013758963680472868
10,0.02032383173380209,0.01330338938739793
11,0.019315368552570756,0.012403952278967562
12,0.018311447747375652,0.012244516566138843
13,0.01763558083254358,0.011520842347165635
14,0.017058281462801538,0.011629101788175517
15,0.016634987634809122,0.010739674888037402
16,0.016071147220614163,0.010753068141639233
17,0.015823441606176936,0.010278869131258849
18,0.015470610445608263,0.010151987317307242
19,0.015184577028064625,0.010355106554925442
20,0.014873937703669071,0.010127007993387765
21,0.01461921309971291,0.009701312102120498
22,0.014427214156350364,0.009662813731822473
23,0.014359310382734174,0.00955291541999784
24,0.014104995512120102,0.009446856437315201
25,0.014074710529783497,0.009411410910302195
26,0.013805881175010101,0.009269785296557278
27,0.01374210106289905,0.00947364063226971
28,0.013622913955022459,0.009024608880281448
29,0.013460624015525632,0.009020238986303067
30,0.013351076476923797,0.009060057682980752
31,0.013295529377849205,0.008990749491956728
32,0.013193836370887963,0.00862459077275005
33,0.013104703504106273,0.008938266060732562
34,0.013001705762808737,0.008768442440135726
35,0.012899749223952707,0.008790723658327398
36,0.012944237320967342,0.008533132374928943
37,0.012786211105792419,0.008787406255202046
38,0.01268476784715186,0.008557879622897198
39,0.012735940475502739,0.00836730260273506
40,0.012677927590582682,0.008380783352487046
41,0.012644529901444912,0.008377453601308938
42,0.012449014640372732,0.008321074544098871
43,0.01244384733879048,0.008353495890081957
44,0.012407918946574564,0.008271051875861555
45,0.012363795725547749,0.0082837853677057
46,0.01227765075214531,0.008149445169316283
47,0.012285949297897194,0.008190648100370991
48,0.012178127394746179,0.008368451742391134
49,0.012206469330450763,0.008143449972929626
50,0.012120536998238252,0.008240817500085667
51,0.012083694670835267,0.008383851209334258
52,0.0120071597478312,0.008047911595424702
53,0.012108517664930095,0.008398540847902668
54,0.0120173632774664,0.008309154337721652
55,0.01199591030245242,0.007932257886719087
56,0.011896908736747244,0.00791546872592178
57,0.01191988451325375,0.008134351368865063
58,0.011843262734296528,0.007994250346232077
59,0.011779514368137588,0.007892261869434652
60,0.011808650049826373,0.0079775201638454
61,0.011790568300563357,0.00808475524636692
62,0.011767390742897987,0.00799354037334179
63,0.011746508150320986,0.0080593086072597
64,0.01163610017494015,0.007858904736951507
65,0.011652028285290885,0.008142629927345392
66,0.011723298676635909,0.007778023819214311
67,0.011647999926429727,0.008102583442011783
68,0.011579828417819479,0.007793557557181038
69,0.011626033217686673,0.007680909708142281
70,0.011659449185042277,0.0077844283318725125
71,0.011632090515416601,0.007857531212784093
72,0.011503272997620313,0.007840569163190907
73,0.011516530617423679,0.007680730846036097
74,0.011454516276717185,0.007842480413744161
75,0.011457526311278343,0.007911514651415676
76,0.011493512032472569,0.007589887490431811
77,0.011365241622147353,0.007642567061401647
78,0.011434698080563027,0.007728439611222209
79,0.011386954338978166,0.007696666513922913
80,0.011315910574858604,0.007678518152057097
81,0.011358239226367162,0.007598707789619421
82,0.0113301328504863,0.007602714676538418
83,0.01128492923858373,0.007778559715069574
84,0.011240181715592094,0.007862711534032533
85,0.011264522738106873,0.007530123204121302
86,0.011231420035271542,0.007593752543345608
87,0.01119097358668628,0.007667954127978662
88,0.011199727937903093,0.007721371242198451
89,0.011172682103579459,0.0074521001942198855
90,0.01116331379212763,0.00759522486799236
91,0.011133016508234584,0.007624854799360037
92,0.011093212947573351,0.007555671823050441
93,0.01115602663029795,0.007451709119024976
94,0.011120253517899824,0.007533617430077544
95,0.011104381845697113,0.0075799666730494335
96,0.011094134908331476,0.00737348373915101
97,0.011034640767004179,0.007423128740027033
98,0.010982450510820616,0.007479033448958191
99,0.010987461747034737,0.007411291292900669
100,0.010990584892747195,0.007293300976141773
101,0.01094053810381371,0.007439421939438787
102,0.01095003140685351,0.007321050486944872
103,0.010844137082281319,0.007344455008619818
104,0.010890267724576203,0.007306671637142527
105,0.010810483708653762,0.007303995224807797
106,0.01087510197058968,0.007376262002849373
107,0.010840913402321547,0.0073637168308527306
108,0.010852774888600992,0.0072654419867643
109,0.010793602685241595,0.007301652065381922
110,0.010796396450504012,0.0071185575958726734
111,0.010749844413088716,0.0072186877308734534
112,0.010774829408720784,0.007190137732260186
113,0.010745594051221143,0.007264421530196379
114,0.010688429439197416,0.007420962596119478
115,0.010726300780863866,0.0073111429328805416
116,0.010656463767847289,0.0070828781944924386
117,0.0106372166748928,0.0071346261217419445
118,0.010644568462410698,0.007223680133706537
119,0.010646132962859196,0.006968560275332681
120,0.010670678819651188,0.0072924724683679385
121,0.010661252612329048,0.007191287385749406
122,0.010567532787504403,0.007199569332317032
123,0.010622044790374196,0.006947055828340095
124,0.010505064204335213,0.0070999582972506
125,0.010505866453699443,0.007178484590659882
126,0.010591412100778973,0.007222167938819219
127,0.01049534061356731,0.00726223380529675
128,0.010506596238068912,0.007099464808687054
129,0.010493616371051125,0.007045778092639199
130,0.010470657617501591,0.00699523934323726
131,0.010432058151649392,0.007129820224283071
132,0.010431453755692295,0.007243518027123706
133,0.010398928480951683,0.007164495001579153
134,0.010426059292386408,0.007105931238239181
135,0.010410380914159443,0.007073057253427547
136,0.01039876016261785,0.007090944170566468
137,0.010373403391112451,0.0069575634592309085
138,0.010366481072876764,0.007076064510078266
139,0.010363021201413612,0.007179040991669071
140,0.01032293939396091,0.007147058250446771
141,0.010314369209758614,0.006962967105209827
142,0.010315119167384893,0.007210288164687568
143,0.010323442826452462,0.006942684890638138
144,0.010285914907960788,0.0070477127707723915
145,0.010242373544884765,0.006966793106804634
146,0.010286796643682148,0.0070398525848727805
