epoch,train,val
0,0.5427052620798349,0.45865529030561447
10,0.014724036096595228,0.012289340374991298
20,0.007458081439835951,0.005904132849536836
30,0.005440812645247206,0.0038296699058264494
40,0.00530526319926139,0.0031572545412927866
50,0.0038778928574174643,0.0022030658437870443
60,0.003819977762759663,0.001904770906548947
70,0.003759660350624472,0.0018078171415254474
80,0.0029372062999755144,0.0019135769398417324
90,0.0036928810295648873,0.001567451428854838
100,0.003072692525165621,0.0013412843982223421
110,0.002539467539463658,0.0010370149975642562
120,0.002079436286294367,0.0009531717805657536
130,0.0026572740243864246,0.000941008169320412
140,0.0030643293939647265,0.0010151614405913278
150,0.002386542772001121,0.0009049177460838109
160,0.002009366507991217,0.0009097997390199453
170,0.0034344612795393914,0.0009908962092595175
180,0.002605882145871874,0.0008745920931687579
190,0.0022588519859709777,0.0009207931288983673
200,0.002387680833635386,0.0009006864565890282
210,0.002430708867905196,0.0009021107689477503
220,0.0022702589267282747,0.0008857905777404085
230,0.002466360958351288,0.0009071488748304546
240,0.00200819069868885,0.0008718119352124631
250,0.002681919140741229,0.0008882333495421335
260,0.002400167206360493,0.0008891124889487401
270,0.0023419001227011904,0.0008739144977880642
280,0.002448256404022686,0.0008840564405545592
290,0.002246335585368797,0.0008789892017375678
300,0.0021413911745185032,0.0009127158264163882
310,0.002642363680934068,0.0008912168850656599
320,0.0019309473282191902,0.000872900607646443
330,0.0026094694767380133,0.0008954048826126382
340,0.0025126878172159195,0.0008797234331723303
350,0.0025682322157081217,0.0008977255783975124
360,0.0032081377794384025,0.0008703818311914802
370,0.0030997189387562685,0.0008867470169207081
380,0.0024424923467449844,0.0009148725221166387
390,0.002384733219514601,0.0008877738582668826
400,0.002450500236591324,0.000890117182279937
410,0.002088815890601836,0.0008776439499342814
420,0.0025475683141849004,0.0008754762820899487
430,0.0023010365330264904,0.0008919503452489153
440,0.0019989467109553516,0.000885647110408172
450,0.0025684034699224867,0.0008977118704933673
460,0.0026410553327878006,0.0009060733573278412
470,0.002098946712067118,0.0009138927271123976
480,0.002330538904061541,0.000867638984345831
490,0.001949384022736922,0.0008703296916792169
