epoch,train,val
0,0.06996395996083384,0.025555605133031976
10,0.013767244035135144,0.012455055297448718
20,0.012497764599064123,0.009634252188020739
30,0.013221467990914117,0.011648555864290944
40,0.011655689549186955,0.011519144706684968
50,0.012115214522118153,0.011200320136187405
60,0.01301580932315277,0.013330187809107632
70,0.011946996301412582,0.011459867566310126
80,0.008696215421609256,0.006999679375439882
90,0.008757382096803707,0.00721475335865699
100,0.008677390092254982,0.007234505281366151
110,0.007861921191215515,0.006120793505346981
120,0.007490947328345931,0.005977654155215313
130,0.0075206166619192,0.005851170096289495
140,0.007502317473130382,0.005867072766454056
150,0.006747338183872078,0.0059964828321646
160,0.007134532956811397,0.005833552973666068
170,0.006691832731113486,0.006060094074827844
180,0.0069606411513750965,0.005801783553485213
190,0.0068681796445794726,0.006034294657152274
200,0.0068749518376653605,0.005822846344832717
210,0.00722986321248438,0.00598273785977528
220,0.0069300246263003865,0.006011909917639247
230,0.0069471984818253825,0.005820668928710551
240,0.006823676188840814,0.005797952702590104
250,0.0073062903288265936,0.005818776834499219
260,0.006945924274623394,0.005828365795956603
270,0.0071574218976108925,0.005899427972477058
280,0.007204735538233881,0.006025626002971469
290,0.007013926610512578,0.0059975226538191585
300,0.006761163987381303,0.006129608505630288
310,0.007165794827691887,0.005902321912862104
320,0.007012856411545173,0.005863551243112005
330,0.007199383522991253,0.005801853595365738
340,0.006848217911370423,0.005887625160916099
350,0.006857811428768479,0.00585252046585083
360,0.00726184441667536,0.006127570868180743
370,0.00726078902978612,0.005797187701381486
380,0.006658857749046191,0.0058744646897860645
390,0.006946040795225164,0.005849458726829496
400,0.006641230865827073,0.005848934006845129
410,0.007235751264607129,0.0057755642377867785
420,0.007132879834946083,0.005873075317077595
430,0.006940827486307724,0.005784239523626607
440,0.006816983542850484,0.0058196973986923695
450,0.0069468659389278166,0.005855770251745808
460,0.006780897101144428,0.005850159177749321
470,0.00715158743702847,0.005958341270813654
480,0.0071658302422450935,0.005812412834373014
490,0.007088763287047977,0.005934088426674235
